device,fullVisitorId,visitId,transactions,revenue_usd
desktop,0855579681303585688,1485649229,1,3.59
desktop,1596912606849218999,1483974967,1,3.5
desktop,1596912606849218999,1484796319,1,3.5
desktop,4402860754109907978,1484682651,1,3.5
desktop,1596912606849218999,1484684674,1,3.5
desktop,0883217425810297944,1484004166,2,1.99
desktop,4600960627022225242,1484766164,1,1.99
desktop,0846909178011312417,1485382443,1,1.99
desktop,7424654781881934440,1483274750,1,1.99
desktop,1740096949560523754,1483766331,1,1.99
mobile,437357987201411491,1484290624,1,1137.35
mobile,9725941383382274621,1484000933,1,1101.9
mobile,9096520761663761535,1484846550,1,1034.55
mobile,7396384706323570886,1484770141,1,213.94
mobile,7703634562564929325,1484404138,1,194.93
mobile,553904149065456549,1484309224,1,167.97
mobile,7263427657913895507,1484861545,1,154.97
mobile,9423576751760739793,1483471853,1,153.93
mobile,649093489751982679,1483645909,1,120.94
mobile,5192466598452489380,1484627305,1,110.97
mobile,1849906954215296139,1485760289,1,102.93
mobile,1940236239352027930,1484980553,1,90.98
mobile,3760583534389307379,1484719843,1,84.92
mobile,308402457029592335,1485369774,1,79.98
mobile,9771437221362506189,1483538997,2,74.99
mobile,5609577776870095596,1485914727,1,72.98
mobile,7387561254921039539,1485284049,1,69.99
mobile,6330082810003106267,1485210885,1,64.91
mobile,2668364690542030763,1485278846,1,55.99
mobile,0920785317626373504,1485710273,1,55.99
mobile,4174008402411981050,1485903800,1,55.99
mobile,594022882962204579,1485128773,1,52.97
mobile,5230800631136876455,1484710181,1,46.95
mobile,4584926842212769645,1485063570,1,37.98
mobile,8715196944012266147,1485157896,1,37.48
mobile,8455273438163563940,1483412737,1,36.98
mobile,9961713390620821018,1483534225,1,34.97
mobile,3138433209653230300,1485018827,1,34.96
mobile,2367899770531887609,1483732158,1,33.98
mobile,5082310728519609149,1484363272,1,30.46
mobile,4993450863033496114,1485313789,1,28.98
mobile,9478362596934369742,1485883654,1,28.98
mobile,6381379755303153849,1484008342,1,27.98
mobile,8768941993503190593,1483636063,1,26.47
mobile,977244245594974922,1484209633,1,24.99
mobile,1077076810453289235,1483736730,1,22.97
mobile,8470869758522183123,1485562664,1,22.88
mobile,0592466522618439413,1484027155,1,21.99
mobile,6379051489407304771,1484010104,1,21.98
mobile,7804796494256061450,1484025649,1,21.45
mobile,1555076387153706787,1485359576,1,20.49
mobile,9201778469825138922,1485225785,1,19.99
mobile,6539518527897980356,1484000332,1,18.99
mobile,1644471510299169992,1484272649,1,18.99
mobile,7565764107128651335,1483657525,1,18.98
mobile,5944473218831449800,1484518851,1,17.94
mobile,7353302216427585997,1485229585,1,16.99
mobile,0802037866085868199,1484528341,1,16.99
mobile,2698909979431470269,1484540759,1,16.99
mobile,4395471984561333181,1485477841,1,16.97
mobile,3539013620174818735,1484707394,1,16.48
mobile,1866457015323944789,1484670113,1,14.98
mobile,9591183428141040621,1485338720,1,13.98
mobile,9059252837997508617,1485318493,1,12.99
mobile,9918252406090832709,1484613002,1,12.99
mobile,1555076387153706787,1483412499,1,12.98
mobile,5930716560276392518,1484722538,1,10.99
mobile,8002426910576120967,1485365822,1,10.99
mobile,9505279375401532282,1484443678,1,10.99
mobile,512376512516526849,1484413414,1,10.99
mobile,4357414011161520512,1485484006,1,10.99
mobile,9631155213272957768,1484515591,1,10.99
mobile,9373768824735614756,1483463514,1,10.5
mobile,5110726428801714241,1485355484,1,8.99
mobile,5843958474903500870,1485478912,1,8.98
mobile,2262018521556676288,1485292180,1,6.99
mobile,9090173644074015025,1485402328,1,6.99
mobile,2077293997030984346,1485904887,1,6.99
mobile,0582559656298634054,1485554158,1,6.97
mobile,4535878237328113213,1485802555,1,5.97
mobile,0117006987850476291,1484462565,1,3.98
mobile,1292690271020897036,1485752084,1,3.24
mobile,9737461194458412198,1485199595,1,2.5
mobile,7245767536802426368,1485181174,1,1.99
